time,binance_price,huobi_price,kucoin_price
11:18:20,20849.51,20845.12,20849.6
11:18:22,20851.16,20849.76,20849.6
11:18:24,20853.16,20852.63,20853.4
11:18:26,20851.06,20852.63,20851.1
11:18:28,20851.84,20852.63,20851.1
11:18:30,20849.9,20852.63,20850.0
11:18:33,20849.84,20850.25,20850.0
11:18:35,20850.97,20850.29,20850.0
11:18:37,20848.44,20849.46,20847.4
11:18:40,20848.88,20848.19,20847.4
11:18:44,20847.76,20849.45,20847.3
11:18:46,20848.81,20849.45,20847.3
11:18:48,20847.25,20847.06,20847.3
11:18:50,20845.96,20846.91,20847.3
11:18:52,20845.38,20846.91,20847.4
11:18:54,20849.69,20848.02,20847.3
11:18:57,20849.82,20848.01,20851.1
11:19:00,20852.47,20848.02,20851.2
11:19:03,20852.92,20848.23,20851.2
11:19:05,20857.06,20850.2,20855.3
11:19:07,20857.99,20850.2,20855.3
11:19:10,20861.0,20863.25,20858.7
11:19:12,20858.42,20863.25,20858.7
11:19:14,20863.12,20859.64,20859.7
11:19:16,20863.13,20859.64,20861.6
11:19:18,20863.7,20863.5,20861.6
11:19:20,20861.33,20865.54,20861.5
11:19:22,20863.1,20863.28,20861.6
11:19:24,20860.67,20863.28,20861.2
11:19:27,20856.5,20862.15,20857.0
11:19:29,20855.76,20858.71,20857.0
